County,DwellingTypeDescr,AgeBand,CO2_decile,N
Clare,End of terrace house,F,"(7.83e+03,9.82e+03]",1
Tipperary,End of terrace house,H,"(6.56e+03,7.83e+03]",1
Kilkenny,End of terrace house,H,"[324,2.5e+03]",1
Westmeath,End of terrace house,H,"(4.78e+03,5.57e+03]",1
Wexford,End of terrace house,G,"(6.56e+03,7.83e+03]",1
Tipperary,End of terrace house,H,"(9.82e+03,3.55e+04]",1
Mayo,End of terrace house,H,"(6.56e+03,7.83e+03]",1
Wexford,End of terrace house,G,"(3.65e+03,4.22e+03]",1
Mayo,End of terrace house,H,"(3.65e+03,4.22e+03]",1
Waterford,End of terrace house,H,"(2.5e+03,3.1e+03]",1
Offaly,End of terrace house,G,"(6.56e+03,7.83e+03]",1
Clare,End of terrace house,G,"(7.83e+03,9.82e+03]",1
Donegal,End of terrace house,J,"(3.1e+03,3.65e+03]",1
Clare,End of terrace house,H,"(7.83e+03,9.82e+03]",1
Kilkenny,End of terrace house,G,"(3.65e+03,4.22e+03]",1
Roscommon,End of terrace house,H,"(5.57e+03,6.56e+03]",1
Clare,End of terrace house,J,"(4.22e+03,4.78e+03]",1
Galway,End of terrace house,F,"(4.22e+03,4.78e+03]",1
Kilkenny,End of terrace house,G,"(7.83e+03,9.82e+03]",1
Kildare,End of terrace house,G,"(3.65e+03,4.22e+03]",1
Kerry,End of terrace house,J,"(3.65e+03,4.22e+03]",1
Kerry,End of terrace house,F,"(4.78e+03,5.57e+03]",1
Wexford,End of terrace house,J,"(7.83e+03,9.82e+03]",1
Clare,End of terrace house,F,"(9.82e+03,3.55e+04]",1
Kildare,End of terrace house,F,"(3.65e+03,4.22e+03]",1
Louth,End of terrace house,G,"(3.65e+03,4.22e+03]",1
Sligo,End of terrace house,F,"(3.65e+03,4.22e+03]",1
Galway,End of terrace house,G,"(9.82e+03,3.55e+04]",1
Leitrim,End of terrace house,J,"(3.1e+03,3.65e+03]",1
Laois,End of terrace house,I,"(4.22e+03,4.78e+03]",1
Roscommon,End of terrace house,J,"(3.65e+03,4.22e+03]",1
Louth,End of terrace house,F,"(2.5e+03,3.1e+03]",1
Cavan,End of terrace house,I,"(6.56e+03,7.83e+03]",1
Offaly,End of terrace house,J,"(4.78e+03,5.57e+03]",1
Wicklow,End of terrace house,I,"(3.65e+03,4.22e+03]",1
Louth,End of terrace house,G,"(3.1e+03,3.65e+03]",1
Waterford,End of terrace house,J,"(2.5e+03,3.1e+03]",1
Wicklow,End of terrace house,H,"(3.1e+03,3.65e+03]",1
Tipperary,End of terrace house,G,"(4.22e+03,4.78e+03]",1
Limerick,End of terrace house,G,"(7.83e+03,9.82e+03]",1
Kerry,End of terrace house,I,"(7.83e+03,9.82e+03]",1
Offaly,End of terrace house,F,"(9.82e+03,3.55e+04]",1
Tipperary,End of terrace house,G,"(7.83e+03,9.82e+03]",1
Carlow,End of terrace house,F,"(3.65e+03,4.22e+03]",1
Mayo,End of terrace house,J,"(3.65e+03,4.22e+03]",1
Leitrim,End of terrace house,H,"(3.65e+03,4.22e+03]",1
Mayo,End of terrace house,I,"(3.65e+03,4.22e+03]",1
Offaly,End of terrace house,G,"(4.78e+03,5.57e+03]",1
Dublin,End of terrace house,H,"(5.57e+03,6.56e+03]",1
Meath,End of terrace house,F,"(2.5e+03,3.1e+03]",1
Kilkenny,End of terrace house,F,"(2.5e+03,3.1e+03]",1
Kildare,End of terrace house,J,"[324,2.5e+03]",1
Waterford,End of terrace house,J,"(3.65e+03,4.22e+03]",1
Clare,End of terrace house,H,"(4.78e+03,5.57e+03]",1
Kilkenny,End of terrace house,I,"(4.78e+03,5.57e+03]",1
Tipperary,End of terrace house,J,"(3.65e+03,4.22e+03]",1
Donegal,End of terrace house,I,"(3.65e+03,4.22e+03]",1
Kerry,End of terrace house,J,"(2.5e+03,3.1e+03]",1
Donegal,End of terrace house,G,"(3.1e+03,3.65e+03]",1
Kerry,End of terrace house,G,"(5.57e+03,6.56e+03]",1
Limerick,End of terrace house,J,"[324,2.5e+03]",1
Kilkenny,End of terrace house,I,"(2.5e+03,3.1e+03]",1
Mayo,End of terrace house,G,"(4.78e+03,5.57e+03]",1
Offaly,End of terrace house,I,"(3.1e+03,3.65e+03]",1
Wexford,End of terrace house,J,"(2.5e+03,3.1e+03]",1
Sligo,End of terrace house,J,"(3.1e+03,3.65e+03]",1
Clare,Detached house,K,"(4.78e+03,5.57e+03]",1
Waterford,Detached house,H,"(3.65e+03,4.22e+03]",1
Longford,Detached house,I,"(3.65e+03,4.22e+03]",1
Sligo,Detached house,I,"(4.22e+03,4.78e+03]",1
Clare,Detached house,I,"(2.5e+03,3.1e+03]",1
Clare,Detached house,K,"(6.56e+03,7.83e+03]",1
Meath,Detached house,K,"(7.83e+03,9.82e+03]",1
Mayo,Detached house,I,"(3.65e+03,4.22e+03]",1
Limerick,Detached house,H,"(3.65e+03,4.22e+03]",1
Carlow,Detached house,G,"(3.65e+03,4.22e+03]",1
Waterford,Detached house,K,"(6.56e+03,7.83e+03]",1
Donegal,Detached house,K,"(7.83e+03,9.82e+03]",1
Waterford,Detached house,I,"(3.65e+03,4.22e+03]",1
Tipperary,Detached house,K,"(5.57e+03,6.56e+03]",1
Kildare,Detached house,K,"(6.56e+03,7.83e+03]",1
Kilkenny,Detached house,K,"[324,2.5e+03]",1
Kilkenny,Detached house,G,"(4.22e+03,4.78e+03]",1
Tipperary,Detached house,H,"(3.65e+03,4.22e+03]",1
Sligo,Detached house,J,"(3.65e+03,4.22e+03]",1
Kildare,Detached house,I,"(2.5e+03,3.1e+03]",1
Mayo,Detached house,I,"[324,2.5e+03]",1
Clare,Detached house,K,"(5.57e+03,6.56e+03]",1
Tipperary,Detached house,I,"(3.65e+03,4.22e+03]",1
Westmeath,Detached house,F,"(4.78e+03,5.57e+03]",1
Sligo,Detached house,K,"(6.56e+03,7.83e+03]",1
Leitrim,Detached house,K,"(3.1e+03,3.65e+03]",1
Louth,Detached house,K,"(5.57e+03,6.56e+03]",1
Galway,Detached house,I,"[324,2.5e+03]",1
Wexford,Detached house,I,"(3.1e+03,3.65e+03]",1
Louth,Detached house,K,"(7.83e+03,9.82e+03]",1
Meath,Detached house,H,"(3.65e+03,4.22e+03]",1
Laois,Detached house,F,"(3.65e+03,4.22e+03]",1
Limerick,Detached house,J,"[324,2.5e+03]",1
Kilkenny,Detached house,G,"(3.65e+03,4.22e+03]",1
Roscommon,Detached house,I,"(4.22e+03,4.78e+03]",1
Offaly,Detached house,I,"(4.22e+03,4.78e+03]",1
Leitrim,Detached house,G,"(4.22e+03,4.78e+03]",1
Wicklow,Detached house,G,"(2.5e+03,3.1e+03]",1
Clare,Detached house,G,"(3.65e+03,4.22e+03]",1
Roscommon,Detached house,J,"(3.65e+03,4.22e+03]",1
Kildare,Detached house,I,"(3.1e+03,3.65e+03]",1
Cavan,Detached house,J,"[324,2.5e+03]",1
Leitrim,Detached house,J,"(9.82e+03,3.55e+04]",1
Offaly,Detached house,J,"[324,2.5e+03]",1
Limerick,Detached house,H,"(3.1e+03,3.65e+03]",1
Monaghan,Detached house,F,"(9.82e+03,3.55e+04]",1
Offaly,Detached house,J,"(4.22e+03,4.78e+03]",1
Longford,Detached house,G,"(9.82e+03,3.55e+04]",1
Louth,Detached house,I,"(3.1e+03,3.65e+03]",1
Kilkenny,Detached house,H,"(3.1e+03,3.65e+03]",1
Galway,Detached house,K,"(7.83e+03,9.82e+03]",1
Mayo,Detached house,I,"(4.22e+03,4.78e+03]",1
Kildare,Detached house,F,"[324,2.5e+03]",1
Roscommon,Detached house,K,"(6.56e+03,7.83e+03]",1
Cavan,Detached house,H,"(4.78e+03,5.57e+03]",1
Wicklow,Detached house,J,"(3.1e+03,3.65e+03]",1
Westmeath,Detached house,H,"(3.65e+03,4.22e+03]",1
Dublin,Detached house,H,"[324,2.5e+03]",1
Clare,Detached house,K,"(3.65e+03,4.22e+03]",1
Wexford,Detached house,K,"(6.56e+03,7.83e+03]",1
Mayo,Detached house,J,"[324,2.5e+03]",1
Sligo,Detached house,H,"(9.82e+03,3.55e+04]",1
Cavan,Detached house,I,"(3.1e+03,3.65e+03]",1
Louth,Detached house,G,"(3.65e+03,4.22e+03]",1
Mayo,Detached house,K,"(9.82e+03,3.55e+04]",1
Offaly,Detached house,I,"(2.5e+03,3.1e+03]",1
Kerry,Detached house,I,"(4.22e+03,4.78e+03]",1
Waterford,Detached house,G,"(3.1e+03,3.65e+03]",1
Meath,Detached house,I,"(3.1e+03,3.65e+03]",1
Meath,Detached house,G,"(4.22e+03,4.78e+03]",1
Clare,Detached house,K,"(7.83e+03,9.82e+03]",1
Kilkenny,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Wexford,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Galway,Mid-terrace house,H,"(4.78e+03,5.57e+03]",1
Offaly,Mid-terrace house,J,"(2.5e+03,3.1e+03]",1
Laois,Mid-terrace house,F,"[324,2.5e+03]",1
Waterford,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Clare,Mid-terrace house,H,"(5.57e+03,6.56e+03]",1
Clare,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Leitrim,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Waterford,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Wexford,Mid-terrace house,F,"(2.5e+03,3.1e+03]",1
Monaghan,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Mayo,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Sligo,Mid-terrace house,F,"[324,2.5e+03]",1
Carlow,Mid-terrace house,J,"(5.57e+03,6.56e+03]",1
Dublin,Mid-terrace house,K,"(3.1e+03,3.65e+03]",1
Offaly,Mid-terrace house,J,"[324,2.5e+03]",1
Carlow,Mid-terrace house,I,"(4.78e+03,5.57e+03]",1
Donegal,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Kerry,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Wexford,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Westmeath,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Meath,Mid-terrace house,G,"[324,2.5e+03]",1
Longford,Mid-terrace house,J,"(4.22e+03,4.78e+03]",1
Westmeath,Mid-terrace house,H,"(3.65e+03,4.22e+03]",1
Kerry,Mid-terrace house,I,"(5.57e+03,6.56e+03]",1
Kildare,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Laois,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Westmeath,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Monaghan,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Waterford,Mid-terrace house,F,"(2.5e+03,3.1e+03]",1
Cavan,Mid-terrace house,I,"(6.56e+03,7.83e+03]",1
Wexford,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Offaly,Mid-terrace house,J,"(5.57e+03,6.56e+03]",1
Waterford,Mid-terrace house,I,"(6.56e+03,7.83e+03]",1
Kildare,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Westmeath,Mid-terrace house,J,"(7.83e+03,9.82e+03]",1
Sligo,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Offaly,Mid-terrace house,J,"(6.56e+03,7.83e+03]",1
Carlow,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Wexford,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Monaghan,Mid-terrace house,I,"(3.1e+03,3.65e+03]",1
Roscommon,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Laois,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Clare,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Meath,Mid-terrace house,F,"[324,2.5e+03]",1
Kilkenny,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Clare,Mid-terrace house,I,"[324,2.5e+03]",1
Waterford,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Galway,Mid-terrace house,H,"(5.57e+03,6.56e+03]",1
Louth,Mid-terrace house,J,"(4.78e+03,5.57e+03]",1
Kildare,Mid-terrace house,G,"(9.82e+03,3.55e+04]",1
Kerry,Mid-terrace house,G,"(2.5e+03,3.1e+03]",1
Cork,Mid-terrace house,F,"(7.83e+03,9.82e+03]",1
Wicklow,Mid-terrace house,I,"(6.56e+03,7.83e+03]",1
Waterford,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Waterford,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Mayo,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Roscommon,Mid-terrace house,I,"(3.1e+03,3.65e+03]",1
Mayo,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Mayo,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Westmeath,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Cavan,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Cavan,Mid-terrace house,J,"(4.22e+03,4.78e+03]",1
Mayo,Mid-terrace house,J,"(2.5e+03,3.1e+03]",1
Cork,Mid-terrace house,J,"(6.56e+03,7.83e+03]",1
Westmeath,Mid-terrace house,J,"(6.56e+03,7.83e+03]",1
Wicklow,Mid-terrace house,H,"[324,2.5e+03]",1
Mayo,Mid-terrace house,H,"(7.83e+03,9.82e+03]",1
Kerry,Mid-terrace house,G,"(3.1e+03,3.65e+03]",1
Cork,Mid-terrace house,I,"(5.57e+03,6.56e+03]",1
Carlow,Mid-terrace house,I,"(6.56e+03,7.83e+03]",1
Kilkenny,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Meath,Mid-terrace house,I,"(4.78e+03,5.57e+03]",1
Mayo,Mid-terrace house,J,"[324,2.5e+03]",1
Mayo,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Waterford,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Clare,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Wexford,Mid-terrace house,H,"(6.56e+03,7.83e+03]",1
Roscommon,Mid-terrace house,J,"(5.57e+03,6.56e+03]",1
Tipperary,Mid-terrace house,J,"[324,2.5e+03]",1
Kerry,Mid-terrace house,F,"(3.1e+03,3.65e+03]",1
Sligo,Mid-terrace house,J,"[324,2.5e+03]",1
Donegal,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Kerry,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Kerry,Mid-terrace house,J,"(4.22e+03,4.78e+03]",1
Tipperary,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Monaghan,Mid-terrace house,G,"(3.1e+03,3.65e+03]",1
Longford,Mid-terrace house,J,"(2.5e+03,3.1e+03]",1
Kerry,Mid-terrace house,K,"(3.65e+03,4.22e+03]",1
Waterford,Mid-terrace house,F,"[324,2.5e+03]",1
Tipperary,Mid-terrace house,F,"[324,2.5e+03]",1
Offaly,Mid-terrace house,G,"(6.56e+03,7.83e+03]",1
Wexford,Mid-terrace house,F,"(3.1e+03,3.65e+03]",1
Wexford,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Donegal,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Limerick,Mid-terrace house,H,"(9.82e+03,3.55e+04]",1
Mayo,Mid-terrace house,F,"(3.1e+03,3.65e+03]",1
Tipperary,Mid-terrace house,H,"(7.83e+03,9.82e+03]",1
Wicklow,Mid-terrace house,G,"(6.56e+03,7.83e+03]",1
Kilkenny,Mid-terrace house,F,"(6.56e+03,7.83e+03]",1
Westmeath,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Waterford,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Westmeath,Mid-terrace house,I,"(7.83e+03,9.82e+03]",1
Tipperary,Mid-terrace house,H,"(2.5e+03,3.1e+03]",1
Kildare,Mid-terrace house,G,"(3.1e+03,3.65e+03]",1
Cavan,Mid-terrace house,G,"(3.1e+03,3.65e+03]",1
Kildare,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Louth,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Roscommon,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Sligo,Mid-terrace house,H,"(3.1e+03,3.65e+03]",1
Tipperary,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Galway,Mid-terrace house,G,"(9.82e+03,3.55e+04]",1
Galway,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Carlow,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Waterford,Mid-terrace house,F,"(3.1e+03,3.65e+03]",1
Waterford,Mid-terrace house,G,"[324,2.5e+03]",1
Donegal,Mid-terrace house,J,"(4.78e+03,5.57e+03]",1
Meath,Mid-terrace house,G,"(2.5e+03,3.1e+03]",1
Galway,Mid-terrace house,I,"(5.57e+03,6.56e+03]",1
Limerick,Mid-terrace house,J,"(7.83e+03,9.82e+03]",1
Carlow,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Tipperary,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Monaghan,Mid-terrace house,G,"(2.5e+03,3.1e+03]",1
Limerick,Mid-terrace house,K,"(3.65e+03,4.22e+03]",1
Monaghan,Mid-terrace house,H,"[324,2.5e+03]",1
Limerick,Mid-terrace house,K,"(2.5e+03,3.1e+03]",1
Meath,Mid-terrace house,G,"(3.65e+03,4.22e+03]",1
Kerry,Mid-terrace house,I,"(3.1e+03,3.65e+03]",1
Mayo,Mid-terrace house,J,"(4.78e+03,5.57e+03]",1
Mayo,Mid-terrace house,F,"(3.65e+03,4.22e+03]",1
Wexford,Mid-terrace house,F,"(4.78e+03,5.57e+03]",1
Waterford,Mid-terrace house,F,"(6.56e+03,7.83e+03]",1
Donegal,Mid-terrace house,F,"(4.22e+03,4.78e+03]",1
Clare,Mid-terrace house,H,"(3.65e+03,4.22e+03]",1
Clare,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Kerry,Mid-terrace house,H,"[324,2.5e+03]",1
Clare,Mid-terrace house,G,"(3.1e+03,3.65e+03]",1
Clare,Mid-terrace house,F,"(2.5e+03,3.1e+03]",1
Cavan,Mid-terrace house,I,"(4.22e+03,4.78e+03]",1
Wicklow,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Westmeath,Mid-terrace house,F,"(2.5e+03,3.1e+03]",1
Mayo,Mid-terrace house,H,"(4.78e+03,5.57e+03]",1
Limerick,Mid-terrace house,J,"(3.65e+03,4.22e+03]",1
Cork,Mid-terrace house,H,"(4.78e+03,5.57e+03]",1
Clare,Mid-terrace house,F,"(6.56e+03,7.83e+03]",1
Tipperary,Mid-terrace house,H,"(6.56e+03,7.83e+03]",1
Cork,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Clare,Mid-terrace house,H,"(7.83e+03,9.82e+03]",1
Clare,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Kerry,Mid-terrace house,I,"(3.65e+03,4.22e+03]",1
Clare,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Wexford,Mid-terrace house,F,"(5.57e+03,6.56e+03]",1
Donegal,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Laois,Mid-terrace house,F,"(9.82e+03,3.55e+04]",1
Westmeath,Mid-terrace house,H,"(4.78e+03,5.57e+03]",1
Leitrim,Mid-terrace house,I,"(4.78e+03,5.57e+03]",1
Sligo,Mid-terrace house,H,"(4.22e+03,4.78e+03]",1
Kildare,Mid-terrace house,G,"(7.83e+03,9.82e+03]",1
Louth,Mid-terrace house,I,"(3.65e+03,4.22e+03]",1
Cavan,Mid-terrace house,K,"(2.5e+03,3.1e+03]",1
Kildare,Mid-terrace house,F,"(5.57e+03,6.56e+03]",1
Wexford,Mid-terrace house,J,"(4.22e+03,4.78e+03]",1
Kerry,Mid-terrace house,I,"(6.56e+03,7.83e+03]",1
Leitrim,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Cavan,Mid-terrace house,G,"(4.78e+03,5.57e+03]",1
Leitrim,Mid-terrace house,J,"(4.22e+03,4.78e+03]",1
Carlow,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Meath,Mid-terrace house,G,"(5.57e+03,6.56e+03]",1
Carlow,Mid-terrace house,J,"(3.1e+03,3.65e+03]",1
Sligo,Mid-terrace house,G,"(4.22e+03,4.78e+03]",1
Carlow,Mid-terrace house,I,"(2.5e+03,3.1e+03]",1
Kildare,Mid-terrace house,H,"(3.65e+03,4.22e+03]",1
Wicklow,Maisonette,G,"[324,2.5e+03]",1
Sligo,Maisonette,I,"(6.56e+03,7.83e+03]",1
Louth,Maisonette,J,"(2.5e+03,3.1e+03]",1
Cork,Maisonette,I,"[324,2.5e+03]",1
Donegal,Maisonette,J,"(3.65e+03,4.22e+03]",1
Donegal,Maisonette,I,"(5.57e+03,6.56e+03]",1
Dublin,House,H,"(6.56e+03,7.83e+03]",1
Longford,House,J,"(7.83e+03,9.82e+03]",1
Monaghan,House,J,"(3.65e+03,4.22e+03]",1
Dublin,House,I,"(4.78e+03,5.57e+03]",1
Wexford,House,I,"(3.65e+03,4.22e+03]",1
Leitrim,House,F,"(5.57e+03,6.56e+03]",1
Tipperary,House,F,"(7.83e+03,9.82e+03]",1
Louth,House,J,"(3.65e+03,4.22e+03]",1
Waterford,House,J,"(9.82e+03,3.55e+04]",1
Wicklow,House,H,"(9.82e+03,3.55e+04]",1
Limerick,House,G,"(9.82e+03,3.55e+04]",1
Laois,House,F,"(6.56e+03,7.83e+03]",1
Cork,House,F,"(4.22e+03,4.78e+03]",1
Laois,House,J,"(4.22e+03,4.78e+03]",1
Kerry,House,G,"(6.56e+03,7.83e+03]",1
Kerry,House,H,"(3.65e+03,4.22e+03]",1
Offaly,House,J,"(3.65e+03,4.22e+03]",1
Leitrim,House,J,"(9.82e+03,3.55e+04]",1
Cork,House,J,"(5.57e+03,6.56e+03]",1
Cork,House,J,"(9.82e+03,3.55e+04]",1
Monaghan,House,H,"(4.78e+03,5.57e+03]",1
Dublin,House,F,"(5.57e+03,6.56e+03]",1
Laois,House,G,"(7.83e+03,9.82e+03]",1
Laois,House,J,"(3.65e+03,4.22e+03]",1
Wicklow,House,H,"(5.57e+03,6.56e+03]",1
Westmeath,House,J,"(3.1e+03,3.65e+03]",1
Monaghan,House,I,"(4.78e+03,5.57e+03]",1
Meath,House,H,"(4.78e+03,5.57e+03]",1
Wexford,House,H,"(9.82e+03,3.55e+04]",1
Kerry,House,H,"(4.22e+03,4.78e+03]",1
Limerick,House,F,"(4.22e+03,4.78e+03]",1
Wicklow,House,J,"(4.22e+03,4.78e+03]",1
Mayo,House,F,"(7.83e+03,9.82e+03]",1
Clare,House,I,"(4.78e+03,5.57e+03]",1
Sligo,House,H,"(5.57e+03,6.56e+03]",1
Westmeath,House,I,"(9.82e+03,3.55e+04]",1
Clare,House,G,"(9.82e+03,3.55e+04]",1
Tipperary,House,I,"(4.22e+03,4.78e+03]",1
Wicklow,House,G,"(5.57e+03,6.56e+03]",1
Roscommon,House,G,"(6.56e+03,7.83e+03]",1
Mayo,House,G,"(4.22e+03,4.78e+03]",1
Longford,House,G,"(7.83e+03,9.82e+03]",1
Wicklow,House,G,"(9.82e+03,3.55e+04]",1
Cavan,House,I,"(7.83e+03,9.82e+03]",1
Meath,House,I,"(7.83e+03,9.82e+03]",1
Sligo,House,G,"(9.82e+03,3.55e+04]",1
Louth,House,J,"(6.56e+03,7.83e+03]",1
Offaly,House,J,"(6.56e+03,7.83e+03]",1
Meath,House,H,"(6.56e+03,7.83e+03]",1
Cavan,House,H,"(3.65e+03,4.22e+03]",1
Kilkenny,House,G,"(7.83e+03,9.82e+03]",1
Kerry,House,J,"(5.57e+03,6.56e+03]",1
Galway,House,G,"(3.65e+03,4.22e+03]",1
Mayo,House,H,"(5.57e+03,6.56e+03]",1
Tipperary,House,G,"(7.83e+03,9.82e+03]",1
Laois,House,G,"(6.56e+03,7.83e+03]",1
Laois,House,I,"(9.82e+03,3.55e+04]",1
Donegal,House,I,"[324,2.5e+03]",1
Cork,House,G,"(3.65e+03,4.22e+03]",1
Kildare,House,I,"(7.83e+03,9.82e+03]",1
Mayo,House,H,"(4.22e+03,4.78e+03]",1
Sligo,House,J,"(5.57e+03,6.56e+03]",1
Wexford,House,G,"(5.57e+03,6.56e+03]",1
Kilkenny,House,I,"(9.82e+03,3.55e+04]",1
Cork,House,H,"(3.1e+03,3.65e+03]",1
Donegal,House,F,"(5.57e+03,6.56e+03]",1
Mayo,House,G,"(9.82e+03,3.55e+04]",1
Dublin,House,F,"(4.78e+03,5.57e+03]",1
Wexford,House,I,"(4.78e+03,5.57e+03]",1
Limerick,House,G,"(7.83e+03,9.82e+03]",1
Limerick,House,G,"(4.22e+03,4.78e+03]",1
Cork,House,G,"(4.22e+03,4.78e+03]",1
Galway,House,F,"(9.82e+03,3.55e+04]",1
Kilkenny,House,I,"(4.22e+03,4.78e+03]",1
Kilkenny,House,I,"(4.78e+03,5.57e+03]",1
Cork,House,I,"(2.5e+03,3.1e+03]",1
Galway,House,H,"(4.78e+03,5.57e+03]",1
Clare,House,H,"(4.78e+03,5.57e+03]",1
Clare,House,F,"(5.57e+03,6.56e+03]",1
Tipperary,House,H,"(6.56e+03,7.83e+03]",1
Mayo,House,J,"(3.65e+03,4.22e+03]",1
Meath,House,H,"(4.22e+03,4.78e+03]",1
Limerick,House,I,"(3.1e+03,3.65e+03]",1
Limerick,House,H,"(4.22e+03,4.78e+03]",1
Westmeath,House,F,"(6.56e+03,7.83e+03]",1
Meath,House,I,"(3.1e+03,3.65e+03]",1
Wexford,House,F,"(7.83e+03,9.82e+03]",1
Donegal,House,J,"(5.57e+03,6.56e+03]",1
Cork,House,H,"(2.5e+03,3.1e+03]",1
Roscommon,House,H,"(4.22e+03,4.78e+03]",1
Monaghan,House,J,"(9.82e+03,3.55e+04]",1
Longford,House,F,"(6.56e+03,7.83e+03]",1
Roscommon,House,H,"(4.78e+03,5.57e+03]",1
Cavan,House,I,"(3.65e+03,4.22e+03]",1
Offaly,House,I,"(3.65e+03,4.22e+03]",1
Westmeath,House,G,"(6.56e+03,7.83e+03]",1
Galway,House,I,"(3.65e+03,4.22e+03]",1
Offaly,House,F,"(9.82e+03,3.55e+04]",1
Offaly,House,I,"(4.22e+03,4.78e+03]",1
Donegal,House,I,"(4.22e+03,4.78e+03]",1
Offaly,House,I,"(3.1e+03,3.65e+03]",1
Limerick,House,I,"(5.57e+03,6.56e+03]",1
Monaghan,House,J,"(4.22e+03,4.78e+03]",1
Monaghan,House,I,"(5.57e+03,6.56e+03]",1
Offaly,House,J,"(9.82e+03,3.55e+04]",1
Westmeath,House,H,"(7.83e+03,9.82e+03]",1
Laois,House,I,"(3.1e+03,3.65e+03]",1
Longford,House,J,"(5.57e+03,6.56e+03]",1
Kildare,House,I,"(4.78e+03,5.57e+03]",1
Kilkenny,House,J,"(2.5e+03,3.1e+03]",1
Monaghan,House,J,"(2.5e+03,3.1e+03]",1
Sligo,House,J,"(7.83e+03,9.82e+03]",1
Monaghan,House,I,"(6.56e+03,7.83e+03]",1
Offaly,House,I,"(4.78e+03,5.57e+03]",1
Louth,House,H,"(5.57e+03,6.56e+03]",1
Longford,House,J,"(9.82e+03,3.55e+04]",1
Galway,House,J,"(4.78e+03,5.57e+03]",1
Cork,House,H,"(3.65e+03,4.22e+03]",1
Sligo,House,G,"(4.78e+03,5.57e+03]",1
Dublin,House,J,"[324,2.5e+03]",1
Monaghan,House,H,"(9.82e+03,3.55e+04]",1
Roscommon,House,G,"(4.22e+03,4.78e+03]",1
Carlow,House,H,"(4.22e+03,4.78e+03]",1
Dublin,House,H,"(3.1e+03,3.65e+03]",1
